source_file,card_id,card_name,status,output_path,source_cdb
c5611760.lua,5611760,Rainbow Bridge of Salvation,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Rainbow_Bridge_of_Salvation.lua,cards.cdb
c56119752.lua,56119752,Present Card,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Present_Card.lua,cards.cdb
c56120475.lua,56120475,Sakuretsu Armor,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Sakuretsu_Armor.lua,cards.cdb
c561300.lua,561300,Poisonous Viper,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Poisonous_Viper.lua,cards.cdb
c56132807.lua,56132807,Apple Magician Girl,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Apple_Magician_Girl.lua,cards.cdb
c56146300.lua,56146300,Battlewasp - Rapier the Onslaught,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Battlewasp_-_Rapier_the_Onslaught.lua,cards.cdb
c5614808.lua,5614808,White Aura Whale,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\White_Aura_Whale.lua,cards.cdb
c56161953.lua,56161953,Scrypton,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Scrypton.lua,cards.cdb
c5616412.lua,5616412,Destruction Punch,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Destruction_Punch.lua,cards.cdb
c56166150.lua,56166150,"Lumina, Twilightsworn Shaman",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Lumina,_Twilightsworn_Shaman.lua",cards.cdb
c56174248.lua,56174248,Prophecy Destroyer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Prophecy_Destroyer.lua,cards.cdb
c56187077.lua,56187077,"Proto Enneacraft - ""orgIA""",written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Proto_Enneacraft_-_orgIA.lua,cards.cdb
c56196385.lua,56196385,Tri-Brigade Kitt,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Tri-Brigade_Kitt.lua,cards.cdb
c56198785.lua,56198785,Guard Ghost,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Guard_Ghost.lua,cards.cdb
c56208713.lua,56208713,Bacha the Melodious Maestra,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Bacha_the_Melodious_Maestra.lua,cards.cdb
c56209279.lua,56209279,Infernity Necromancer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Infernity_Necromancer.lua,cards.cdb
c56223084.lua,56223084,Needle Sunfish,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Needle_Sunfish.lua,cards.cdb
c56240989.lua,56240989,Evoltile Casinerio,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Evoltile_Casinerio.lua,cards.cdb
c56246017.lua,56246017,Archfiend's Roar,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Archfiend's_Roar.lua,cards.cdb
c56252810.lua,56252810,Assault Revival,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Assault_Revival.lua,cards.cdb
c56256517.lua,56256517,Ledger of Legerdemain,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ledger_of_Legerdemain.lua,cards.cdb
c56260110.lua,56260110,Raimei,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Raimei.lua,cards.cdb
c56286179.lua,56286179,Drill Synchron,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Drill_Synchron.lua,cards.cdb
c56292140.lua,56292140,Number 51: Finisher the Strong Arm,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Number_51_Finisher_the_Strong_Arm.lua,cards.cdb
c56294501.lua,56294501,Junk Sleep,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Junk_Sleep.lua,cards.cdb
c56308388.lua,56308388,Time Thief Winder,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Time_Thief_Winder.lua,cards.cdb
c56311997.lua,56311997,GMX - ALLOS,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\GMX_-_ALLOS.lua,test-update.cdb
c56321639.lua,56321639,Spellbook Star Hall,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Spellbook_Star_Hall.lua,cards.cdb
c56322832.lua,56322832,Tensei Ryu-Ge Anva,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Tensei_Ryu-Ge_Anva.lua,cards.cdb
c56337500.lua,56337500,Cyberse Reminder,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cyberse_Reminder.lua,cards.cdb
c56339050.lua,56339050,Roar of the Earthbound Immortal,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Roar_of_the_Earthbound_Immortal.lua,cards.cdb
c56343672.lua,56343672,Rescue Ferret,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Rescue_Ferret.lua,cards.cdb
c56346071.lua,56346071,Totem Five,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Totem_Five.lua,cards.cdb
c56347375.lua,56347375,"Ignis Phoenix, the Dracoslayer",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ignis_Phoenix,_the_Dracoslayer.lua",cards.cdb
c56350972.lua,56350972,"Saffira, Queen of Dragons",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Saffira,_Queen_of_Dragons.lua",cards.cdb
c56364287.lua,56364287,Cyber Dragon Herz,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cyber_Dragon_Herz.lua,cards.cdb
c56387350.lua,56387350,Vampire Baby,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vampire_Baby.lua,cards.cdb
c56399890.lua,56399890,The Fabled Catsith,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Fabled_Catsith.lua,cards.cdb
c56401775.lua,56401775,Melffy Pony,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Melffy_Pony.lua,cards.cdb
c5640330.lua,5640330,Hannibal Necromancer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Hannibal_Necromancer.lua,cards.cdb
c56410040.lua,56410040,Junk Forward,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Junk_Forward.lua,cards.cdb
c56410769.lua,56410769,Ripple Bird,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ripple_Bird.lua,cards.cdb
c5641251.lua,5641251,F.A. Dead Heat,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\F.A._Dead_Heat.lua,cards.cdb
c56413937.lua,56413937,Warrior of Tradition,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Warrior_of_Tradition.lua,cards.cdb
c56421754.lua,56421754,U.A. Mighty Slugger,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\U.A._Mighty_Slugger.lua,cards.cdb
c56427559.lua,56427559,Gimmick Puppet Gear Changer,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gimmick_Puppet_Gear_Changer.lua,cards.cdb
c56433456.lua,56433456,The Sanctuary in the Sky,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Sanctuary_in_the_Sky.lua,cards.cdb
c5645210.lua,5645210,Splendid Venus,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Splendid_Venus.lua,cards.cdb
c564541.lua,564541,Totem Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Totem_Dragon.lua,cards.cdb
c56460688.lua,56460688,Different Dimension Gate,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Different_Dimension_Gate.lua,cards.cdb
c56461575.lua,56461575,Spiral Reborn,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Spiral_Reborn.lua,cards.cdb
c56465981.lua,56465981,Swordsoul Emergence,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Swordsoul_Emergence.lua,cards.cdb
c56495147.lua,56495147,Swordsoul of Taia,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Swordsoul_of_Taia.lua,cards.cdb
c56499179.lua,56499179,Genro Ryu-Ge Hakva,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Genro_Ryu-Ge_Hakva.lua,cards.cdb
c5650082.lua,5650082,Storming Mirror Force,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Storming_Mirror_Force.lua,cards.cdb
c56506740.lua,56506740,Primite Lordly Lode,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Primite_Lordly_Lode.lua,cards.cdb
c56510115.lua,56510115,Solfachord Symphony,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Solfachord_Symphony.lua,cards.cdb
c56511382.lua,56511382,Genex Ally Volcannon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Genex_Ally_Volcannon.lua,cards.cdb
c56514812.lua,56514812,Kunoichi,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Kunoichi.lua,cards.cdb
c56518311.lua,56518311,Metalfoes Vanisher,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Metalfoes_Vanisher.lua,cards.cdb
c56524813.lua,56524813,Raging Eria,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Raging_Eria.lua,cards.cdb
c56526564.lua,56526564,Break Off Trap Hole,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Break_Off_Trap_Hole.lua,cards.cdb
c56532353.lua,56532353,Neo Blue-Eyes Ultimate Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Neo_Blue-Eyes_Ultimate_Dragon.lua,cards.cdb
c56532632.lua,56532632,Chivalry,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Chivalry.lua,cards.cdb
c56535497.lua,56535497,Berserking,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Berserking.lua,cards.cdb
c56562619.lua,56562619,Black Dragon Ninja,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Black_Dragon_Ninja.lua,cards.cdb
c56570271.lua,56570271,Destiny HERO - Disk Commander,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Destiny_HERO_-_Disk_Commander.lua,cards.cdb
c56574543.lua,56574543,Bujingi Sinyou,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Bujingi_Sinyou.lua,cards.cdb
c56577312.lua,56577312,Wattrain,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Wattrain.lua,cards.cdb
c56585883.lua,56585883,Harpie Harpist,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Harpie_Harpist.lua,cards.cdb
c56588755.lua,56588755,Dogmatika Genesis,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dogmatika_Genesis.lua,cards.cdb
c56594520.lua,56594520,Gaia Power,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gaia_Power.lua,cards.cdb
c56597272.lua,56597272,Cloudian - Sheep Cloud,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cloudian_-_Sheep_Cloud.lua,cards.cdb
c56605802.lua,56605802,Phantom Cricket,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Phantom_Cricket.lua,cards.cdb
c56606928.lua,56606928,Eternal Drought,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Eternal_Drought.lua,cards.cdb
c56611470.lua,56611470,Artifacts Unleashed,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Artifacts_Unleashed.lua,cards.cdb
c56619314.lua,56619314,D/D/D Dragon King Pendragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\DDD_Dragon_King_Pendragon.lua,cards.cdb
c56619778.lua,56619778,Lyrilusc - Bird Strike,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Lyrilusc_-_Bird_Strike.lua,cards.cdb
c56638325.lua,56638325,Stellarknight Delteros,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Stellarknight_Delteros.lua,cards.cdb
c56641453.lua,56641453,Cocoon Veil,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cocoon_Veil.lua,cards.cdb
c56647086.lua,56647086,Invader of Darkness,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Invader_of_Darkness.lua,cards.cdb
c56651978.lua,56651978,Elfnote Regina,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Elfnote_Regina.lua,cards.cdb
c56655675.lua,56655675,Ritual Beast Ulti-Gaiapelio,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ritual_Beast_Ulti-Gaiapelio.lua,cards.cdb
c56673112.lua,56673112,Imperial Bower,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Imperial_Bower.lua,cards.cdb
c56673480.lua,56673480,Contract with Don Thousand,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Contract_with_Don_Thousand.lua,cards.cdb
c56675280.lua,56675280,Performapal Parrotrio,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Performapal_Parrotrio.lua,cards.cdb
c56677752.lua,56677752,Performapal Odd-Eyes Butler,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Performapal_Odd-Eyes_Butler.lua,cards.cdb
c56681873.lua,56681873,"Terratiger, the Empowered Warrior",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Terratiger,_the_Empowered_Warrior.lua",cards.cdb
c56700100.lua,56700100,My Friend Purrely,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\My_Friend_Purrely.lua,cards.cdb
c56704140.lua,56704140,Geomancer of the Ice Barrier,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Geomancer_of_the_Ice_Barrier.lua,cards.cdb
c56713174.lua,56713174,Thunder Dragondark,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Thunder_Dragondark.lua,cards.cdb
c5672432.lua,5672432,Performapal Revival,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Performapal_Revival.lua,cards.cdb
c56725612.lua,56725612,Fairy Tail Ball,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fairy_Tail_Ball.lua,cards.cdb
c56727340.lua,56727340,Superheavy Samurai Soulgaia Booster,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Superheavy_Samurai_Soulgaia_Booster.lua,cards.cdb
c56733747.lua,56733747,Elemental HERO Shining Neos Wingman,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Elemental_HERO_Shining_Neos_Wingman.lua,cards.cdb
c56741506.lua,56741506,Sky Striker Ace - Azalea Temperance,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Sky_Striker_Ace_-_Azalea_Temperance.lua,cards.cdb
c56746202.lua,56746202,Scrap Chimera,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Scrap_Chimera.lua,cards.cdb
c56747793.lua,56747793,United We Stand,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\United_We_Stand.lua,cards.cdb
c56768355.lua,56768355,Vylon Alpha,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Vylon_Alpha.lua,cards.cdb
c56769674.lua,56769674,DNA Transplant,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\DNA_Transplant.lua,cards.cdb
c56773577.lua,56773577,Necrovalley Temple,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Necrovalley_Temple.lua,cards.cdb
c56784842.lua,56784842,Angel O7,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Angel_O7.lua,cards.cdb
c56787189.lua,56787189,New Frontier,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\New_Frontier.lua,cards.cdb
c56790702.lua,56790702,D.D. Assault Carrier,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\D.D._Assault_Carrier.lua,cards.cdb
c56804361.lua,56804361,"Aether, the Empowering Dragon",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Aether,_the_Empowering_Dragon.lua",cards.cdb
c56809158.lua,56809158,Mekk-Knight Red Moon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mekk-Knight_Red_Moon.lua,cards.cdb
c56818742.lua,56818742,Transcendosaurus Exaraptor,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Transcendosaurus_Exaraptor.lua,cards.cdb
c56818977.lua,56818977,Springans Pedor,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Springans_Pedor.lua,cards.cdb
c56824871.lua,56824871,Infernoble Knight - Renaud,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Infernoble_Knight_-_Renaud.lua,cards.cdb
c56827051.lua,56827051,"Ariel, Priestess of the Nekroz",written,"C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ariel,_Priestess_of_the_Nekroz.lua",cards.cdb
c56830749.lua,56830749,Share the Pain,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Share_the_Pain.lua,cards.cdb
c56832966.lua,56832966,Number S39: Utopia the Lightning,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Number_S39_Utopia_the_Lightning.lua,cards.cdb
c56838842.lua,56838842,Fiend Piece Golem,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fiend_Piece_Golem.lua,cards.cdb
c56839613.lua,56839613,Batteryman Micro-Cell,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Batteryman_Micro-Cell.lua,cards.cdb
c56840427.lua,56840427,Number C39: Utopia Ray,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Number_C39_Utopia_Ray.lua,cards.cdb
c56840658.lua,56840658,Poison Draw Frog,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Poison_Draw_Frog.lua,cards.cdb
c56856951.lua,56856951,Meteor Flare,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Meteor_Flare.lua,cards.cdb
c56863746.lua,56863746,Drytron Meteonis DA Draconids,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Drytron_Meteonis_DA_Draconids.lua,cards.cdb
c56870908.lua,56870908,Yum☆Yum☆Yummys,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Yum☆Yum☆Yummys.lua,cards.cdb
c56889.lua,56889,Cross-Dimensional Duel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Cross-Dimensional_Duel.lua,cards.cdb
c56894757.lua,56894757,Witchcrafter Draping,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Witchcrafter_Draping.lua,cards.cdb
c56897896.lua,56897896,Mono Synchron,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mono_Synchron.lua,cards.cdb
c56907389.lua,56907389,Musician King,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Musician_King.lua,cards.cdb
c56907986.lua,56907986,Kozmo Strawman,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Kozmo_Strawman.lua,cards.cdb
c56910167.lua,56910167,Superdreadnought Rail Cannon Gustav Max,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Superdreadnought_Rail_Cannon_Gustav_Max.lua,cards.cdb
c56916805.lua,56916805,Energy Drain,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Energy_Drain.lua,cards.cdb
c56920308.lua,56920308,The Ultimate Creature of Destruction,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Ultimate_Creature_of_Destruction.lua,cards.cdb
c56921677.lua,56921677,Heraldic Beast Basilisk,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Heraldic_Beast_Basilisk.lua,cards.cdb
c56931015.lua,56931015,Gravity Behemoth,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gravity_Behemoth.lua,cards.cdb
c56948373.lua,56948373,Mask of the Accursed,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Mask_of_the_Accursed.lua,cards.cdb
c5697558.lua,5697558,The Hidden City,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\The_Hidden_City.lua,cards.cdb
c56980148.lua,56980148,Dinowrestler Systegosaur,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Dinowrestler_Systegosaur.lua,cards.cdb
c56981417.lua,56981417,Spellbook of the Master,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Spellbook_of_the_Master.lua,cards.cdb
c56984514.lua,56984514,Golden Land Forever!,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Golden_Land_Forever!.lua,cards.cdb
c56993276.lua,56993276,Wattcancel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Wattcancel.lua,cards.cdb
c56995655.lua,56995655,Ominous Fortunetelling,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Ominous_Fortunetelling.lua,cards.cdb
c57006589.lua,57006589,Energy-Absorbing Monolith,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Energy-Absorbing_Monolith.lua,cards.cdb
c57019473.lua,57019473,Sishunder,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Sishunder.lua,cards.cdb
c57030525.lua,57030525,Armed Dragon Thunder LV3,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Armed_Dragon_Thunder_LV3.lua,cards.cdb
c57031794.lua,57031794,Super Quantal Mech Beast Magnaliger,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Super_Quantal_Mech_Beast_Magnaliger.lua,cards.cdb
c57036718.lua,57036718,Zubaba Buster,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Zubaba_Buster.lua,cards.cdb
c5703682.lua,5703682,Thousand Energy,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Thousand_Energy.lua,cards.cdb
c57043117.lua,57043117,Giant Soldier of Steel,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Giant_Soldier_of_Steel.lua,cards.cdb
c57043986.lua,57043986,Blue-Eyes Solid Dragon,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Blue-Eyes_Solid_Dragon.lua,cards.cdb
c57046845.lua,57046845,Gearfried the Swordmaster,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Gearfried_the_Swordmaster.lua,cards.cdb
c57047293.lua,57047293,Eye of the Void,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Eye_of_the_Void.lua,cards.cdb
c57062206.lua,57062206,Doitsu,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Doitsu.lua,cards.cdb
c57069605.lua,57069605,Frozen Soul,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Frozen_Soul.lua,cards.cdb
c57093995.lua,57093995,Condolence Puppet,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Condolence_Puppet.lua,cards.cdb
c57103969.lua,57103969,Fire Formation - Tenki,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Fire_Formation_-_Tenki.lua,cards.cdb
c57108202.lua,57108202,Morphtronic Remoten,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Morphtronic_Remoten.lua,cards.cdb
c57111330.lua,57111330,"Therion ""Duke"" Yul",written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Therion_Duke_Yul.lua,cards.cdb
c57111661.lua,57111661,Maliss ＜C＞ TB-11,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Maliss_＜C＞_TB-11.lua,cards.cdb
c57115864.lua,57115864,Lumenize,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Lumenize.lua,cards.cdb
c57116033.lua,57116033,Winged Kuriboh,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Winged_Kuriboh.lua,cards.cdb
c57134592.lua,57134592,Salamangreat Raging Phoenix,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Salamangreat_Raging_Phoenix.lua,cards.cdb
c57135971.lua,57135971,Red-Eyes Fang with Chain,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Red-Eyes_Fang_with_Chain.lua,cards.cdb
c57139487.lua,57139487,Chain Disappearance,written,C:/Users/Yagor/PycharmProjectsPRO/ygopro_script_renamer\named_scripts\Chain_Disappearance.lua,cards.cdb
